idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,DataDiagnosiGravidanza,EsitoDiagnosiGravidanza
-9223372035880945752,-9223372036848640353,21,BZ,C4,11,12,8,2021,2021-08-12,POSITIVA
-9223372035880945754,-9223372036848612820,21,BZ,C4,11,12,8,2021,2021-08-12,POSITIVA
-9223372035880945756,-9223372036848639814,21,BZ,C4,11,12,8,2021,2021-08-12,POSITIVA
-9223372035880945772,-9223372036848126757,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035880945774,-9223372036848618930,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035880945776,-9223372036848640344,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035880945780,-9223372036848647959,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035880945782,-9223372036847928410,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035880945784,-9223372036848018073,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035880945786,-9223372036848649955,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035881139819,-9223372036850039796,16,BG,C4,11,20,8,2021,2021-08-20,POSITIVA
-9223372035881139824,-9223372036849280830,16,BG,C4,11,20,8,2021,2021-08-20,POSITIVA
-9223372035881479023,-9223372036848654172,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479028,-9223372036848648381,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479033,-9223372036848654782,21,BZ,C4,11,18,8,2021,2021-08-18,NEGATIVA
-9223372035881479038,-9223372036848657120,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479043,-9223372036848649587,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479048,-9223372036848656138,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479071,-9223372036847997031,21,BZ,C4,11,16,8,2021,2021-08-16,POSITIVA
-9223372035881479076,-9223372036847997032,21,BZ,C4,11,16,8,2021,2021-08-16,POSITIVA
-9223372035881479086,-9223372036848634279,21,BZ,C4,11,14,8,2021,2021-08-14,POSITIVA
-9223372035881479091,-9223372036848652750,21,BZ,C4,11,14,8,2021,2021-08-14,NEGATIVA
-9223372035881479101,-9223372036847913317,21,BZ,C4,11,18,8,2021,2021-08-18,NEGATIVA
-9223372035881479106,-9223372036848654779,21,BZ,C4,11,13,8,2021,2021-08-13,NEGATIVA
-9223372035881479142,-9223372036848615934,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479147,-9223372036846494263,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479152,-9223372036848127357,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479157,-9223372036848631779,21,BZ,C4,11,18,8,2021,2021-08-18,POSITIVA
-9223372035881479162,-9223372036848636521,21,BZ,C4,11,18,8,2021,2021-08-18,NEGATIVA
-9223372035884033253,-9223372036848009803,21,BZ,C4,11,10,8,2021,2021-08-10,NEGATIVA
-9223372035884033255,-9223372036849133881,21,BZ,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035884033277,-9223372036846607902,21,BZ,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035884033301,-9223372036847973866,21,BZ,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035884033303,-9223372036848123926,21,BZ,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035884033333,-9223372036848650476,21,BZ,C4,11,9,8,2021,2021-08-09,POSITIVA
-9223372035884033357,-9223372036848612350,21,BZ,C4,11,9,8,2021,2021-08-09,NEGATIVA
-9223372035884033359,-9223372036848622137,21,BZ,C4,11,9,8,2021,2021-08-09,POSITIVA
-9223372035884033447,-9223372036847952794,21,BZ,C4,11,8,8,2021,2021-08-08,POSITIVA
-9223372035884033449,-9223372036848124242,21,BZ,C4,11,8,8,2021,2021-08-08,POSITIVA
-9223372035884033451,-9223372036848629133,21,BZ,C4,11,8,8,2021,2021-08-08,RIVEDIBILE
-9223372035884033455,-9223372036849098815,21,BZ,C4,11,8,8,2021,2021-08-08,NEGATIVA
-9223372035884033552,-9223372036848007098,21,BZ,C4,11,7,8,2021,2021-08-07,POSITIVA
-9223372035884033554,-9223372036847997060,21,BZ,C4,11,7,8,2021,2021-08-07,POSITIVA
-9223372035884033628,-9223372036846488892,21,BZ,C4,11,5,8,2021,2021-08-05,NEGATIVA
-9223372035884033630,-9223372036848116383,21,BZ,C4,11,5,8,2021,2021-08-05,NEGATIVA
-9223372035884033696,-9223372036847899893,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033698,-9223372036848623373,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033700,-9223372036848125594,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033702,-9223372036847920373,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033704,-9223372036847920375,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033706,-9223372036848125593,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033708,-9223372036848623370,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033710,-9223372036848634611,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033712,-9223372036848618561,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033718,-9223372036848620981,21,BZ,C4,11,5,8,2021,2021-08-05,POSITIVA
-9223372035884033742,-9223372036847899882,21,BZ,C4,11,4,8,2021,2021-08-04,POSITIVA
-9223372035884033744,-9223372036848640894,21,BZ,C4,11,4,8,2021,2021-08-04,POSITIVA
-9223372035884033746,-9223372036848623973,21,BZ,C4,11,4,8,2021,2021-08-04,POSITIVA
-9223372035884033748,-9223372036848640285,21,BZ,C4,11,4,8,2021,2021-08-04,POSITIVA
-9223372035884033796,-9223372036847968177,21,BZ,C4,11,4,8,2021,2021-08-04,NEGATIVA
-9223372035884033824,-9223372036847987764,21,BZ,C4,11,3,8,2021,2021-08-03,POSITIVA
-9223372035884033834,-9223372036847918013,21,BZ,C4,11,2,8,2021,2021-08-02,POSITIVA
-9223372035884033836,-9223372036848124282,21,BZ,C4,11,2,8,2021,2021-08-02,POSITIVA
-9223372035884423175,-9223372036847936291,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035884423180,-9223372036848015255,21,BZ,C4,11,11,8,2021,2021-08-11,POSITIVA
-9223372035884423200,-9223372036847956561,21,BZ,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035884423205,-9223372036848118593,21,BZ,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035884423210,-9223372036848610304,21,BZ,C4,11,10,8,2021,2021-08-10,NEGATIVA
-9223372035884423215,-9223372036848610745,21,BZ,C4,11,9,8,2021,2021-08-09,POSITIVA
-9223372035884692896,-9223372036850611534,17,BS,C4,11,11,8,2021,2021-08-11,NEGATIVA
-9223372035885020929,-9223372036847367250,13,CO,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035886320108,-9223372036846560013,13,CO,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035886320110,-9223372036847667862,13,CO,C4,11,10,8,2021,2021-08-10,POSITIVA
-9223372035887363358,-9223372036848629476,21,BZ,C4,11,4,8,2021,2021-08-04,POSITIVA
-9223372035887363394,-9223372036848611157,21,BZ,C4,11,3,8,2021,2021-08-03,POSITIVA
-9223372035887363396,-9223372036849150651,21,BZ,C4,11,3,8,2021,2021-08-03,RIVEDIBILE
-9223372035887363440,-9223372036847932507,21,BZ,C4,11,2,8,2021,2021-08-02,POSITIVA
-9223372035887363486,-9223372036848015342,21,BZ,C4,11,1,8,2021,2021-08-01,NEGATIVA
-9223372035887363488,-9223372036848638145,21,BZ,C4,11,1,8,2021,2021-08-01,POSITIVA
-9223372035888194989,-9223372036847864541,21,BZ,C4,11,3,8,2021,2021-08-03,POSITIVA
-9223372035888194999,-9223372036848646214,21,BZ,C4,11,3,8,2021,2021-08-03,NEGATIVA
-9223372035889514588,-9223372036846319166,30,UD,C4,11,1,8,2021,2021-08-01,POSITIVA
-9223372035889514590,-9223372036846319165,30,UD,C4,11,1,8,2021,2021-08-01,POSITIVA
-9223372035889514592,-9223372036846319246,30,UD,C4,11,1,8,2021,2021-08-01,POSITIVA
-9223372035890465528,-9223372036849152951,22,TN,C4,11,2,8,2021,2021-08-02,POSITIVA
-9223372035890465533,-9223372036846185445,22,TN,C4,11,2,8,2021,2021-08-02,POSITIVA
-9223372035890465556,-9223372036848598941,22,TN,C4,11,4,8,2021,2021-08-04,NEGATIVA
-9223372035903941569,-9223372036849960700,26,TV,C4,11,2,8,2021,2021-08-02,POSITIVA
-9223372035903979984,-9223372036849960679,26,TV,C4,11,2,8,2021,2021-08-02,POSITIVA
-9223372033725269930,-9223372036846933141,21,BZ,C4,11,2,9,2021,2021-09-02,Positiva
-9223372033739327977,-9223372036847960364,21,BZ,C4,11,25,9,2021,2021-09-25,Positiva
-9223372033739327979,-9223372036847968165,21,BZ,C4,11,25,9,2021,2021-09-25,Positiva
-9223372033764848046,-9223372036849100453,21,BZ,C4,11,1,9,2021,2021-09-01,Positiva
-9223372033764848048,-9223372036848126472,21,BZ,C4,11,1,9,2021,2021-09-01,Positiva
-9223372033795049324,-9223372036848610927,21,BZ,C4,11,2,9,2021,2021-09-02,Positiva
-9223372034164295342,-9223372036847906771,21,BZ,C4,11,1,9,2021,2021-09-01,Positiva
-9223372034207461471,-9223372036847984434,21,BZ,C4,11,22,9,2021,2021-09-22,Positiva
-9223372034255428337,-9223372036849526941,24,VI,C4,11,10,9,2021,2021-09-10,NEGATIVA
-9223372034255428344,-9223372036850185384,24,VI,C4,11,10,9,2021,2021-09-10,POSITIVA
-9223372034290095250,-9223372036848114207,22,TN,C4,11,9,9,2021,2021-09-09,POSITIVA
-9223372035274206901,-9223372036849312956,25,BL,C4,11,1,9,2021,2021-09-01,POSITIVA
-9223372035800692748,-9223372036847945046,13,CO,C4,11,30,9,2021,2021-09-30,POSITIVA
-9223372035802997031,-9223372036849340677,25,BL,C4,11,27,9,2021,2021-09-27,POSITIVA
-9223372035809405824,-9223372036846488892,21,BZ,C4,11,25,9,2021,2021-09-25,POSITIVA
-9223372035809405826,-9223372036848127547,21,BZ,C4,11,25,9,2021,2021-09-25,RIVEDIBILE
-9223372035809405828,-9223372036848126619,21,BZ,C4,11,25,9,2021,2021-09-25,POSITIVA
-9223372035816467291,-9223372036849300505,25,BL,C4,11,30,9,2021,2021-09-30,POSITIVA
-9223372035817250946,-9223372036847981659,21,BZ,C4,11,30,9,2021,2021-09-30,POSITIVA
-9223372035817250948,-9223372036848119028,21,BZ,C4,11,30,9,2021,2021-09-30,POSITIVA
-9223372035817250950,-9223372036848631093,21,BZ,C4,11,30,9,2021,2021-09-30,POSITIVA
-9223372035817250952,-9223372036848631112,21,BZ,C4,11,30,9,2021,2021-09-30,POSITIVA
-9223372035817250956,-9223372036848626045,21,BZ,C4,11,30,9,2021,2021-09-30,NEGATIVA
-9223372035817251018,-9223372036848619102,21,BZ,C4,11,29,9,2021,2021-09-29,POSITIVA
-9223372035817251080,-9223372036848613023,21,BZ,C4,11,28,9,2021,2021-09-28,NEGATIVA
-9223372035817251082,-9223372036848612994,21,BZ,C4,11,28,9,2021,2021-09-28,NEGATIVA
-9223372035817251084,-9223372036848124764,21,BZ,C4,11,28,9,2021,2021-09-28,POSITIVA
-9223372035817251086,-9223372036848618583,21,BZ,C4,11,28,9,2021,2021-09-28,POSITIVA
-9223372035817251090,-9223372036848612243,21,BZ,C4,11,28,9,2021,2021-09-28,NEGATIVA
-9223372035817251144,-9223372036847950622,21,BZ,C4,11,27,9,2021,2021-09-27,POSITIVA
-9223372035817251194,-9223372036848611986,21,BZ,C4,11,27,9,2021,2021-09-27,POSITIVA
-9223372035817251196,-9223372036848618101,21,BZ,C4,11,27,9,2021,2021-09-27,POSITIVA
-9223372035817251214,-9223372036847911658,21,BZ,C4,11,27,9,2021,2021-09-27,NEGATIVA
-9223372035817251216,-9223372036848125585,21,BZ,C4,11,27,9,2021,2021-09-27,POSITIVA
-9223372035817251218,-9223372036848641328,21,BZ,C4,11,27,9,2021,2021-09-27,RIVEDIBILE
-9223372035817251220,-9223372036848629772,21,BZ,C4,11,27,9,2021,2021-09-27,POSITIVA
-9223372035817251222,-9223372036848633042,21,BZ,C4,11,27,9,2021,2021-09-27,NEGATIVA
-9223372035817251236,-9223372036847945098,21,BZ,C4,11,26,9,2021,2021-09-26,POSITIVA
-9223372035817251238,-9223372036847973903,21,BZ,C4,11,26,9,2021,2021-09-26,POSITIVA
-9223372035817251242,-9223372036848636302,21,BZ,C4,11,26,9,2021,2021-09-26,POSITIVA
-9223372035817251246,-9223372036846491729,21,BZ,C4,11,26,9,2021,2021-09-26,POSITIVA
-9223372035817251248,-9223372036846491730,21,BZ,C4,11,26,9,2021,2021-09-26,NEGATIVA
-9223372035817251329,-9223372036848125955,21,BZ,C4,11,25,9,2021,2021-09-25,POSITIVA
-9223372035817251331,-9223372036847934494,21,BZ,C4,11,25,9,2021,2021-09-25,POSITIVA
-9223372035817251333,-9223372036848629427,21,BZ,C4,11,25,9,2021,2021-09-25,POSITIVA
-9223372035817251377,-9223372036847911552,21,BZ,C4,11,25,9,2021,2021-09-25,POSITIVA
-9223372035817251379,-9223372036847940310,21,BZ,C4,11,25,9,2021,2021-09-25,POSITIVA
-9223372035817251381,-9223372036847940311,21,BZ,C4,11,25,9,2021,2021-09-25,RIVEDIBILE
-9223372035817251383,-9223372036848125856,21,BZ,C4,11,25,9,2021,2021-09-25,POSITIVA
-9223372035817251449,-9223372036848628634,21,BZ,C4,11,24,9,2021,2021-09-24,POSITIVA
-9223372035817251461,-9223372036848125012,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035817251463,-9223372036847924343,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035817251465,-9223372036847971537,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035817251467,-9223372036849119106,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035817251469,-9223372036848659406,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035817251487,-9223372036847984717,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035817251491,-9223372036848618329,21,BZ,C4,11,21,9,2021,2021-09-21,POSITIVA
-9223372035817251497,-9223372036848618909,21,BZ,C4,11,21,9,2021,2021-09-21,POSITIVA
-9223372035822629723,-9223372036848637781,22,TN,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035824787583,-9223372036846490780,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035824787585,-9223372036848125439,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035824787587,-9223372036848620251,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035824787589,-9223372036848626056,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035824787591,-9223372036848654984,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035824787603,-9223372036848640967,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035824787625,-9223372036848616583,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035824787675,-9223372036848618621,21,BZ,C4,11,21,9,2021,2021-09-21,POSITIVA
-9223372035824787736,-9223372036848610966,21,BZ,C4,11,20,9,2021,2021-09-20,NEGATIVA
-9223372035824787738,-9223372036848627841,21,BZ,C4,11,20,9,2021,2021-09-20,NEGATIVA
-9223372035824787740,-9223372036848649585,21,BZ,C4,11,20,9,2021,2021-09-20,RIVEDIBILE
-9223372035824787776,-9223372036848631792,21,BZ,C4,11,20,9,2021,2021-09-20,RIVEDIBILE
-9223372035824787806,-9223372036848612624,21,BZ,C4,11,20,9,2021,2021-09-20,NEGATIVA
-9223372035824787822,-9223372036848624522,21,BZ,C4,11,20,9,2021,2021-09-20,NEGATIVA
-9223372035824787836,-9223372036848647772,21,BZ,C4,11,19,9,2021,2021-09-19,NEGATIVA
-9223372035824787838,-9223372036848127313,21,BZ,C4,11,19,9,2021,2021-09-19,POSITIVA
-9223372035824787847,-9223372036847915528,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035824787852,-9223372036848609526,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035824787854,-9223372036848623967,21,BZ,C4,11,19,9,2021,2021-09-19,POSITIVA
-9223372035824787888,-9223372036848608744,21,BZ,C4,11,19,9,2021,2021-09-19,POSITIVA
-9223372035824787900,-9223372036847936329,21,BZ,C4,11,19,9,2021,2021-09-19,POSITIVA
-9223372035824788012,-9223372036848121934,21,BZ,C4,11,18,9,2021,2021-09-18,POSITIVA
-9223372035824788014,-9223372036848119288,21,BZ,C4,11,18,9,2021,2021-09-18,POSITIVA
-9223372035824788046,-9223372036848608770,21,BZ,C4,11,18,9,2021,2021-09-18,POSITIVA
-9223372035824788051,-9223372036847965800,21,BZ,C4,11,19,9,2021,2021-09-19,POSITIVA
-9223372035824788087,-9223372036847899890,21,BZ,C4,11,17,9,2021,2021-09-17,POSITIVA
-9223372035824788089,-9223372036848127263,21,BZ,C4,11,17,9,2021,2021-09-17,POSITIVA
-9223372035824788091,-9223372036848620473,21,BZ,C4,11,17,9,2021,2021-09-17,POSITIVA
-9223372035824788093,-9223372036848650978,21,BZ,C4,11,17,9,2021,2021-09-17,POSITIVA
-9223372035824788095,-9223372036848628886,21,BZ,C4,11,17,9,2021,2021-09-17,POSITIVA
-9223372035824788097,-9223372036848002101,21,BZ,C4,11,17,9,2021,2021-09-17,NEGATIVA
-9223372035824788099,-9223372036848639308,21,BZ,C4,11,17,9,2021,2021-09-17,RIVEDIBILE
-9223372035824788125,-9223372036846488571,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035824788127,-9223372036847965794,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035824788129,-9223372036847972744,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035824788137,-9223372036847891576,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035824788179,-9223372036848642556,21,BZ,C4,11,10,9,2021,2021-09-10,NEGATIVA
-9223372035824788181,-9223372036848639902,21,BZ,C4,11,10,9,2021,2021-09-10,NEGATIVA
-9223372035824788183,-9223372036848614039,21,BZ,C4,11,10,9,2021,2021-09-10,NEGATIVA
-9223372035826071493,-9223372036846490944,21,BZ,C4,11,24,9,2021,2021-09-24,POSITIVA
-9223372035826071498,-9223372036848001975,21,BZ,C4,11,24,9,2021,2021-09-24,POSITIVA
-9223372035826071547,-9223372036848616001,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035826071628,-9223372036848615016,21,BZ,C4,11,21,9,2021,2021-09-21,NEGATIVA
-9223372035826071648,-9223372036847924450,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035826071698,-9223372036847973900,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035826071703,-9223372036848620823,21,BZ,C4,11,22,9,2021,2021-09-22,POSITIVA
-9223372035826071708,-9223372036848612129,21,BZ,C4,11,22,9,2021,2021-09-22,NEGATIVA
-9223372035826071713,-9223372036848620860,21,BZ,C4,11,22,9,2021,2021-09-22,NEGATIVA
-9223372035826071718,-9223372036847973901,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035826071723,-9223372036848120189,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035826071728,-9223372036848620862,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035826071733,-9223372036848636521,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035826071738,-9223372036848653079,21,BZ,C4,11,23,9,2021,2021-09-23,POSITIVA
-9223372035828542257,-9223372036848590581,22,TN,C4,11,24,9,2021,2021-09-24,NEGATIVA
-9223372035828542868,-9223372036848018232,22,TN,C4,11,24,9,2021,2021-09-24,POSITIVA
-9223372035828583609,-9223372036850350335,25,BL,C4,11,24,9,2021,2021-09-24,POSITIVA
-9223372035828583614,-9223372036850350384,25,BL,C4,11,24,9,2021,2021-09-24,NEGATIVA
-9223372035828700047,-9223372036848598941,22,TN,C4,11,24,9,2021,2021-09-24,POSITIVA
-9223372035831075052,-9223372036850362836,10,GE,C4,11,17,9,2021,2021-09-17,NEGATIVA
-9223372035831737420,-9223372036850585680,17,BS,C4,11,16,9,2021,2021-09-16,NEGATIVA
-9223372035832101596,-9223372036848619329,21,BZ,C4,11,15,9,2021,2021-09-15,NEGATIVA
-9223372035832101608,-9223372036847984683,21,BZ,C4,11,14,9,2021,2021-09-14,POSITIVA
-9223372035832101640,-9223372036848626000,21,BZ,C4,11,14,9,2021,2021-09-14,POSITIVA
-9223372035832101658,-9223372036847926634,21,BZ,C4,11,14,9,2021,2021-09-14,POSITIVA
-9223372035832101660,-9223372036848117785,21,BZ,C4,11,14,9,2021,2021-09-14,POSITIVA
-9223372035832101684,-9223372036848625429,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101700,-9223372036847999730,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101702,-9223372036847955217,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101704,-9223372036847984676,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101706,-9223372036847984677,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101708,-9223372036848116197,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101710,-9223372036849108864,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101712,-9223372036848635952,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101714,-9223372036849111201,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101716,-9223372036848659426,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035832101776,-9223372036848125332,21,BZ,C4,11,12,9,2021,2021-09-12,POSITIVA
-9223372035832101778,-9223372036848634047,21,BZ,C4,11,12,9,2021,2021-09-12,NEGATIVA
-9223372035832101806,-9223372036848614112,21,BZ,C4,11,12,9,2021,2021-09-12,POSITIVA
-9223372035832101828,-9223372036848652953,21,BZ,C4,11,12,9,2021,2021-09-12,POSITIVA
-9223372035832101830,-9223372036848642453,21,BZ,C4,11,12,9,2021,2021-09-12,POSITIVA
-9223372035832101832,-9223372036848625977,21,BZ,C4,11,12,9,2021,2021-09-12,POSITIVA
-9223372035832101834,-9223372036848646966,21,BZ,C4,11,12,9,2021,2021-09-12,POSITIVA
-9223372035832101864,-9223372036848001982,21,BZ,C4,11,11,9,2021,2021-09-11,POSITIVA
-9223372035832101866,-9223372036848001983,21,BZ,C4,11,11,9,2021,2021-09-11,POSITIVA
-9223372035832101870,-9223372036849150651,21,BZ,C4,11,11,9,2021,2021-09-11,NEGATIVA
-9223372035832101872,-9223372036848654026,21,BZ,C4,11,11,9,2021,2021-09-11,POSITIVA
-9223372035832101874,-9223372036848659345,21,BZ,C4,11,11,9,2021,2021-09-11,POSITIVA
-9223372035832101908,-9223372036848623365,21,BZ,C4,11,9,9,2021,2021-09-09,POSITIVA
-9223372035833819621,-9223372036848117834,21,BZ,C4,11,17,9,2021,2021-09-17,POSITIVA
-9223372035833819626,-9223372036848617011,21,BZ,C4,11,17,9,2021,2021-09-17,POSITIVA
-9223372035833819631,-9223372036848636730,21,BZ,C4,11,17,9,2021,2021-09-17,POSITIVA
-9223372035833819636,-9223372036846927033,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035833819641,-9223372036847864572,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035833819646,-9223372036848641269,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035833819651,-9223372036848015256,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035833819656,-9223372036848002103,21,BZ,C4,11,16,9,2021,2021-09-16,NEGATIVA
-9223372035833819661,-9223372036848622160,21,BZ,C4,11,16,9,2021,2021-09-16,POSITIVA
-9223372035833819666,-9223372036847952807,21,BZ,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035833819691,-9223372036848638578,21,BZ,C4,11,14,9,2021,2021-09-14,POSITIVA
-9223372035838135788,-9223372036847922855,22,TN,C4,11,11,9,2021,2021-09-11,POSITIVA
-9223372035838135864,-9223372036848126490,22,TN,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035838135869,-9223372036847940929,22,TN,C4,11,13,9,2021,2021-09-13,POSITIVA
-9223372035838135893,-9223372036848113259,22,TN,C4,11,15,9,2021,2021-09-15,POSITIVA
-9223372035839693826,-9223372036848628620,21,BZ,C4,11,6,9,2021,2021-09-06,POSITIVA
-9223372035839693840,-9223372036848121383,21,BZ,C4,11,6,9,2021,2021-09-06,POSITIVA
-9223372035839693842,-9223372036849154497,21,BZ,C4,11,6,9,2021,2021-09-06,RIVEDIBILE
-9223372035839693844,-9223372036848645645,21,BZ,C4,11,6,9,2021,2021-09-06,POSITIVA
-9223372035839693913,-9223372036848125427,21,BZ,C4,11,6,9,2021,2021-09-06,NEGATIVA
-9223372035839693939,-9223372036848009894,21,BZ,C4,11,5,9,2021,2021-09-05,POSITIVA
-9223372035839693979,-9223372036848612361,21,BZ,C4,11,4,9,2021,2021-09-04,NEGATIVA
-9223372035839693985,-9223372036848618913,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839693987,-9223372036848652209,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839693989,-9223372036847920390,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839693993,-9223372036848622312,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839693997,-9223372036848650037,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839694005,-9223372036848004468,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839694007,-9223372036848617547,21,BZ,C4,11,4,9,2021,2021-09-04,NEGATIVA
-9223372035839694009,-9223372036847972719,21,BZ,C4,11,4,9,2021,2021-09-04,NEGATIVA
-9223372035839694013,-9223372036848650973,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839694015,-9223372036848624168,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839694017,-9223372036848623332,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839694019,-9223372036848636658,21,BZ,C4,11,4,9,2021,2021-09-04,POSITIVA
-9223372035839694051,-9223372036848632439,21,BZ,C4,11,3,9,2021,2021-09-03,POSITIVA
-9223372035839694079,-9223372036847917978,21,BZ,C4,11,3,9,2021,2021-09-03,NEGATIVA
-9223372035839694081,-9223372036847952031,21,BZ,C4,11,3,9,2021,2021-09-03,POSITIVA
-9223372035839694101,-9223372036849095636,21,BZ,C4,11,2,9,2021,2021-09-02,POSITIVA
-9223372035839694103,-9223372036847939606,21,BZ,C4,11,2,9,2021,2021-09-02,POSITIVA
-9223372035839694115,-9223372036848646407,21,BZ,C4,11,2,9,2021,2021-09-02,POSITIVA
-9223372035839694131,-9223372036848648124,21,BZ,C4,11,1,9,2021,2021-09-01,POSITIVA
