,idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,PagDiagnosiDiGravidanza,DataAnalisiPag,NumeroCampionePag,identifying_column
2798,-9223372034173346991,-9223372036847956582,21,BZ,C4,11,12,4,2022,POSITIVA,2022-04-12,432906.0,-9223372036847956582_2022-04-12
2799,-9223372034173346994,-9223372036846326555,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,432911.0,-9223372036846326555_2022-04-08
2800,-9223372034173346997,-9223372036846326556,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,432907.0,-9223372036846326556_2022-04-08
2801,-9223372034173347000,-9223372036846488259,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,432910.0,-9223372036846488259_2022-04-08
2802,-9223372034173347006,-9223372036847941789,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,432914.0,-9223372036847941789_2022-04-08
2803,-9223372034173347009,-9223372036847941790,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,432909.0,-9223372036847941790_2022-04-08
2804,-9223372034173347012,-9223372036848116281,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,432912.0,-9223372036848116281_2022-04-08
2805,-9223372034173347015,-9223372036848645632,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,432913.0,-9223372036848645632_2022-04-08
2806,-9223372034173347027,-9223372036846488287,21,BZ,C4,11,10,4,2022,POSITIVA,2022-04-10,432905.0,-9223372036846488287_2022-04-10
2807,-9223372034173347030,-9223372036848120210,21,BZ,C4,11,11,4,2022,POSITIVA,2022-04-11,279109.0,-9223372036848120210_2022-04-11
2808,-9223372034173347033,-9223372036846646954,21,BZ,C4,11,11,4,2022,NEGATIVA,2022-04-11,279111.0,-9223372036846646954_2022-04-11
2809,-9223372034173347036,-9223372036848618025,21,BZ,C4,11,11,4,2022,POSITIVA,2022-04-11,279110.0,-9223372036848618025_2022-04-11
2810,-9223372034173347039,-9223372036848649565,21,BZ,C4,11,11,4,2022,NEGATIVA,2022-04-11,279112.0,-9223372036848649565_2022-04-11
2811,-9223372034173347048,-9223372036848618331,21,BZ,C4,11,7,4,2022,POSITIVA,2022-04-07,279115.0,-9223372036848618331_2022-04-07
2812,-9223372034173347051,-9223372036848637773,21,BZ,C4,11,7,4,2022,POSITIVA,2022-04-07,279113.0,-9223372036848637773_2022-04-07
2813,-9223372034173347054,-9223372036848645582,21,BZ,C4,11,7,4,2022,POSITIVA,2022-04-07,279114.0,-9223372036848645582_2022-04-07
2814,-9223372034173347057,-9223372036848121582,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,279103.0,-9223372036848121582_2022-04-08
2815,-9223372034173347060,-9223372036848613407,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,279102.0,-9223372036848613407_2022-04-08
2816,-9223372034173347063,-9223372036847945075,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,279101.0,-9223372036847945075_2022-04-09
2817,-9223372034173347069,-9223372036847945079,21,BZ,C4,11,11,4,2022,POSITIVA,2022-04-11,279107.0,-9223372036847945079_2022-04-11
2818,-9223372034173347072,-9223372036848013300,21,BZ,C4,11,11,4,2022,POSITIVA,2022-04-11,279108.0,-9223372036848013300_2022-04-11
2819,-9223372034175839606,-9223372036846488964,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,299101.0,-9223372036846488964_2022-04-09
2820,-9223372034175839609,-9223372036846492846,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,299103.0,-9223372036846492846_2022-04-09
2821,-9223372034175839612,-9223372036847951945,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,299104.0,-9223372036847951945_2022-04-09
2822,-9223372034175839615,-9223372036848125988,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,299106.0,-9223372036848125988_2022-04-09
2823,-9223372034175839618,-9223372036848613572,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,299105.0,-9223372036848613572_2022-04-09
2824,-9223372034175839621,-9223372036848623345,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,299102.0,-9223372036848623345_2022-04-09
2825,-9223372034175839651,-9223372036847950639,21,BZ,C4,11,10,4,2022,POSITIVA,2022-04-10,329810.0,-9223372036847950639_2022-04-10
2826,-9223372034175839654,-9223372036846494003,21,BZ,C4,11,10,4,2022,POSITIVA,2022-04-10,329811.0,-9223372036846494003_2022-04-10
2827,-9223372034175839717,-9223372036847932649,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,329717.0,-9223372036847932649_2022-04-09
2828,-9223372034175839720,-9223372036848126553,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,329714.0,-9223372036848126553_2022-04-09
2829,-9223372034175839723,-9223372036848645949,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,329718.0,-9223372036848645949_2022-04-09
2830,-9223372034176623895,-9223372036850079375,14,SO,C4,11,11,4,2022,RIVEDIBILE,2022-04-11,41651041.0,-9223372036850079375_2022-04-11
2831,-9223372034177571131,-9223372036847950601,21,BZ,C4,11,1,4,2022,POSITIVA,2022-04-01,219803.0,-9223372036847950601_2022-04-01
2832,-9223372034178560395,-9223372036846488994,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,316512.0,-9223372036846488994_2022-04-08
2833,-9223372034178560398,-9223372036848655696,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,316510.0,-9223372036848655696_2022-04-08
2834,-9223372034178560401,-9223372036846127348,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,316503.0,-9223372036846127348_2022-04-05
2835,-9223372034178560404,-9223372036846066158,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,316501.0,-9223372036846066158_2022-04-05
2836,-9223372034178560407,-9223372036848617552,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,316502.0,-9223372036848617552_2022-04-05
2837,-9223372034178560410,-9223372036847959155,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,186809.0,-9223372036847959155_2022-04-09
2838,-9223372034178560413,-9223372036848126468,21,BZ,C4,11,9,4,2022,NEGATIVA,2022-04-09,186810.0,-9223372036848126468_2022-04-09
2839,-9223372034178560416,-9223372036846256342,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,316508.0,-9223372036846256342_2022-04-08
2840,-9223372034178560419,-9223372036848126612,21,BZ,C4,11,8,4,2022,NEGATIVA,2022-04-08,316511.0,-9223372036848126612_2022-04-08
2841,-9223372034178560422,-9223372036848613410,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,316509.0,-9223372036848613410_2022-04-08
2842,-9223372034178560425,-9223372036846487756,21,BZ,C4,11,7,4,2022,POSITIVA,2022-04-07,316513.0,-9223372036846487756_2022-04-07
2843,-9223372034178560428,-9223372036848644051,21,BZ,C4,11,7,4,2022,POSITIVA,2022-04-07,316514.0,-9223372036848644051_2022-04-07
2844,-9223372034178560431,-9223372036848127593,21,BZ,C4,11,5,4,2022,NEGATIVA,2022-04-05,316507.0,-9223372036848127593_2022-04-05
2845,-9223372034178560434,-9223372036846492508,21,BZ,C4,11,11,4,2022,POSITIVA,2022-04-11,327201.0,-9223372036846492508_2022-04-11
2846,-9223372034178560437,-9223372036848618580,21,BZ,C4,11,11,4,2022,POSITIVA,2022-04-11,186818.0,-9223372036848618580_2022-04-11
2847,-9223372034178560446,-9223372036848629467,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,186802.0,-9223372036848629467_2022-04-05
2848,-9223372034178560449,-9223372036846489919,21,BZ,C4,11,9,4,2022,NEGATIVA,2022-04-09,302417.0,-9223372036846489919_2022-04-09
2849,-9223372034178560452,-9223372036846488261,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,302416.0,-9223372036846488261_2022-04-09
2850,-9223372034178560455,-9223372036848127596,21,BZ,C4,11,9,4,2022,RIVEDIBILE,2022-04-09,302415.0,-9223372036848127596_2022-04-09
2851,-9223372034178560458,-9223372036848127708,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,302418.0,-9223372036848127708_2022-04-09
2852,-9223372034178560461,-9223372036846489921,21,BZ,C4,11,3,4,2022,POSITIVA,2022-04-03,186801.0,-9223372036846489921_2022-04-03
2853,-9223372034178560464,-9223372036848625465,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,316505.0,-9223372036848625465_2022-04-08
2854,-9223372034178560467,-9223372036848649574,21,BZ,C4,11,8,4,2022,NEGATIVA,2022-04-08,316504.0,-9223372036848649574_2022-04-08
2855,-9223372034178560476,-9223372036848612193,21,BZ,C4,11,7,4,2022,POSITIVA,2022-04-07,256306.0,-9223372036848612193_2022-04-07
2856,-9223372034178560491,-9223372036847950651,21,BZ,C4,11,8,4,2022,POSITIVA,2022-04-08,256309.0,-9223372036847950651_2022-04-08
2857,-9223372034178560494,-9223372036848120174,21,BZ,C4,11,7,4,2022,POSITIVA,2022-04-07,316515.0,-9223372036848120174_2022-04-07
2858,-9223372034178560497,-9223372036848125395,21,BZ,C4,11,7,4,2022,POSITIVA,2022-04-07,316516.0,-9223372036848125395_2022-04-07
2859,-9223372034178560500,-9223372036846488877,21,BZ,C4,11,9,4,2022,POSITIVA,2022-04-09,256307.0,-9223372036846488877_2022-04-09
2860,-9223372034181401788,-9223372036847964263,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,309401.0,-9223372036847964263_2022-04-06
2861,-9223372034181401793,-9223372036847951959,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,315417.0,-9223372036847951959_2022-04-06
2862,-9223372034181401798,-9223372036848618876,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,236802.0,-9223372036848618876_2022-04-06
2863,-9223372034181401833,-9223372036847970329,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,151603.0,-9223372036847970329_2022-04-06
2864,-9223372034181401838,-9223372036848126050,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,151604.0,-9223372036848126050_2022-04-06
2865,-9223372034181401855,-9223372036845925954,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,315408.0,-9223372036845925954_2022-04-05
2866,-9223372034181401860,-9223372036848125601,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,315407.0,-9223372036848125601_2022-04-05
2867,-9223372034181543453,-9223372036849390717,25,BL,C4,11,6,4,2022,POSITIVA,2022-04-06,50001161.0,-9223372036849390717_2022-04-06
2868,-9223372034181543456,-9223372036849390713,25,BL,C4,11,6,4,2022,POSITIVA,2022-04-06,50001346.0,-9223372036849390713_2022-04-06
2869,-9223372034186614374,-9223372036846326250,21,BZ,C4,11,4,4,2022,POSITIVA,2022-04-04,218117.0,-9223372036846326250_2022-04-04
2870,-9223372034186614398,-9223372036847950552,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,277210.0,-9223372036847950552_2022-04-06
2871,-9223372034186614401,-9223372036847955162,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,277209.0,-9223372036847955162_2022-04-06
2872,-9223372034186614404,-9223372036848636220,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,277208.0,-9223372036848636220_2022-04-06
2873,-9223372034186614467,-9223372036846127411,21,BZ,C4,11,3,4,2022,POSITIVA,2022-04-03,219814.0,-9223372036846127411_2022-04-03
2874,-9223372034186614470,-9223372036847987777,21,BZ,C4,11,3,4,2022,POSITIVA,2022-04-03,219815.0,-9223372036847987777_2022-04-03
2875,-9223372034186614473,-9223372036845760023,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,219813.0,-9223372036845760023_2022-04-06
2876,-9223372034186614476,-9223372036846488304,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,219808.0,-9223372036846488304_2022-04-06
2877,-9223372034186614479,-9223372036846488303,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,219810.0,-9223372036846488303_2022-04-06
2878,-9223372034186614482,-9223372036846603629,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,219811.0,-9223372036846603629_2022-04-06
2879,-9223372034186614485,-9223372036846489878,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,219809.0,-9223372036846489878_2022-04-06
2880,-9223372034186614491,-9223372036848620470,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,219806.0,-9223372036848620470_2022-04-06
2881,-9223372034186614494,-9223372036848620453,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,219807.0,-9223372036848620453_2022-04-06
2882,-9223372034186614497,-9223372036848649933,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,219812.0,-9223372036848649933_2022-04-06
2883,-9223372034186614515,-9223372036848629633,21,BZ,C4,11,4,4,2022,NEGATIVA,2022-04-04,218110.0,-9223372036848629633_2022-04-04
2884,-9223372034186614524,-9223372036848648998,21,BZ,C4,11,6,4,2022,POSITIVA,2022-04-06,218116.0,-9223372036848648998_2022-04-06
2885,-9223372034186614536,-9223372036847947460,21,BZ,C4,11,3,4,2022,POSITIVA,2022-04-03,218105.0,-9223372036847947460_2022-04-03
2886,-9223372034186614566,-9223372036848610409,21,BZ,C4,11,3,4,2022,POSITIVA,2022-04-03,168910.0,-9223372036848610409_2022-04-03
2887,-9223372034187146984,-9223372036848125617,22,TN,C4,11,7,4,2022,POSITIVA,2022-04-07,0.0,-9223372036848125617_2022-04-07
2888,-9223372034189124674,-9223372036847960424,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,135314.0,-9223372036847960424_2022-04-05
2889,-9223372034189124677,-9223372036848612391,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,135315.0,-9223372036848612391_2022-04-05
2890,-9223372034189124713,-9223372036847924454,21,BZ,C4,11,4,4,2022,POSITIVA,2022-04-04,301303.0,-9223372036847924454_2022-04-04
2891,-9223372034189124716,-9223372036848621601,21,BZ,C4,11,4,4,2022,NEGATIVA,2022-04-04,301302.0,-9223372036848621601_2022-04-04
2892,-9223372034189124719,-9223372036848652381,21,BZ,C4,11,4,4,2022,NEGATIVA,2022-04-04,301301.0,-9223372036848652381_2022-04-04
2893,-9223372034189124746,-9223372036848648997,21,BZ,C4,11,1,4,2022,NEGATIVA,2022-04-01,279403.0,-9223372036848648997_2022-04-01
2894,-9223372034191477605,-9223372036847947407,21,BZ,C4,11,1,4,2022,POSITIVA,2022-04-01,102807.0,-9223372036847947407_2022-04-01
2895,-9223372034191477614,-9223372036847947411,21,BZ,C4,11,5,4,2022,POSITIVA,2022-04-05,202401.0,-9223372036847947411_2022-04-05
2896,-9223372034191477653,-9223372036848117761,21,BZ,C4,11,1,4,2022,POSITIVA,2022-04-01,483506.0,-9223372036848117761_2022-04-01
2897,-9223372034191477656,-9223372036848120338,21,BZ,C4,11,1,4,2022,POSITIVA,2022-04-01,483505.0,-9223372036848120338_2022-04-01
2898,-9223372034191477665,-9223372036847936352,21,BZ,C4,11,2,4,2022,POSITIVA,2022-04-02,483510.0,-9223372036847936352_2022-04-02
2899,-9223372034191477668,-9223372036847928444,21,BZ,C4,11,2,4,2022,POSITIVA,2022-04-02,483502.0,-9223372036847928444_2022-04-02
2900,-9223372034191477671,-9223372036847951982,21,BZ,C4,11,2,4,2022,POSITIVA,2022-04-02,483503.0,-9223372036847951982_2022-04-02
2901,-9223372034191477674,-9223372036848002172,21,BZ,C4,11,2,4,2022,POSITIVA,2022-04-02,483504.0,-9223372036848002172_2022-04-02
2902,-9223372034191477677,-9223372036848620449,21,BZ,C4,11,2,4,2022,POSITIVA,2022-04-02,483501.0,-9223372036848620449_2022-04-02
2903,-9223372034208271385,-9223372036848628604,21,BZ,C4,11,1,4,2022,POSITIVA,2022-04-01,241618.0,-9223372036848628604_2022-04-01
2904,-9223372034208271388,-9223372036847954028,21,BZ,C4,11,2,4,2022,POSITIVA,2022-04-02,238007.0,-9223372036847954028_2022-04-02
2905,-9223372034208271391,-9223372036848647006,21,BZ,C4,11,2,4,2022,POSITIVA,2022-04-02,238006.0,-9223372036848647006_2022-04-02
2906,-9223372034208271418,-9223372036847961563,21,BZ,C4,11,1,4,2022,NEGATIVA,2022-04-01,229301.0,-9223372036847961563_2022-04-01
2907,-9223372034208271427,-9223372036849096491,21,BZ,C4,11,1,4,2022,POSITIVA,2022-04-01,229316.0,-9223372036849096491_2022-04-01
2908,-9223372034208271457,-9223372036846490451,21,BZ,C4,11,1,4,2022,POSITIVA,2022-04-01,229306.0,-9223372036846490451_2022-04-01
2909,-9223372034208271460,-9223372036847951915,21,BZ,C4,11,1,4,2022,NEGATIVA,2022-04-01,229307.0,-9223372036847951915_2022-04-01
2910,-9223372034208271463,-9223372036848123141,21,BZ,C4,11,1,4,2022,NEGATIVA,2022-04-01,229308.0,-9223372036848123141_2022-04-01
2911,-9223372034208271511,-9223372036847945069,21,BZ,C4,11,1,4,2022,RIVEDIBILE,2022-04-01,233916.0,-9223372036847945069_2022-04-01
2912,-9223372034208271517,-9223372036848633027,21,BZ,C4,11,1,4,2022,POSITIVA,2022-04-01,233910.0,-9223372036848633027_2022-04-01
2913,-9223372034208271535,-9223372036845131030,21,BZ,C4,11,3,4,2022,POSITIVA,2022-04-03,408906.0,-9223372036845131030_2022-04-03
2914,-9223372034211461029,-9223372036848622495,21,BZ,C4,11,1,4,2022,NEGATIVA,2022-04-01,137601.0,-9223372036848622495_2022-04-01
2915,-9223372033311466336,-9223372036848625490,21,BZ,C4,11,31,7,2022,POSITIVA,2022-07-31,269905.0,-9223372036848625490_2022-07-31
2916,-9223372033314214514,-9223372036846185445,22,TN,C4,11,19,7,2022,NEGATIVA,2022-07-19,34.0,-9223372036846185445_2022-07-19
2917,-9223372033314214519,-9223372036847952445,22,TN,C4,11,19,7,2022,NEGATIVA,2022-07-19,33.0,-9223372036847952445_2022-07-19
2918,-9223372033314214524,-9223372036848114372,22,TN,C4,11,19,7,2022,POSITIVA,2022-07-19,32.0,-9223372036848114372_2022-07-19
2919,-9223372033314956034,-9223372036846091958,21,BZ,C4,11,30,7,2022,NEGATIVA,2022-07-30,300707.0,-9223372036846091958_2022-07-30
2920,-9223372033314956037,-9223372036847968205,21,BZ,C4,11,30,7,2022,POSITIVA,2022-07-30,300708.0,-9223372036847968205_2022-07-30
2921,-9223372033314956040,-9223372036849120927,21,BZ,C4,11,30,7,2022,RIVEDIBILE,2022-07-30,300709.0,-9223372036849120927_2022-07-30
2922,-9223372033316811838,-9223372036846491412,17,BS,C4,11,28,7,2022,POSITIVA,2022-07-28,87459143.0,-9223372036846491412_2022-07-28
2923,-9223372033318117604,-9223372036847913228,21,BZ,C4,11,29,7,2022,POSITIVA,2022-07-29,309601.0,-9223372036847913228_2022-07-29
2924,-9223372033318117607,-9223372036848610940,21,BZ,C4,11,29,7,2022,NEGATIVA,2022-07-29,309602.0,-9223372036848610940_2022-07-29
2925,-9223372033318117610,-9223372036846911490,21,BZ,C4,11,26,7,2022,POSITIVA,2022-07-26,163202.0,-9223372036846911490_2022-07-26
2926,-9223372033318117613,-9223372036846488270,21,BZ,C4,11,26,7,2022,POSITIVA,2022-07-26,163203.0,-9223372036846488270_2022-07-26
2927,-9223372033318117616,-9223372036846489919,21,BZ,C4,11,28,7,2022,POSITIVA,2022-07-28,309613.0,-9223372036846489919_2022-07-28
2928,-9223372033318117642,-9223372036846489921,21,BZ,C4,11,30,7,2022,POSITIVA,2022-07-30,309610.0,-9223372036846489921_2022-07-30
2929,-9223372033318117645,-9223372036847922506,21,BZ,C4,11,30,7,2022,POSITIVA,2022-07-30,309611.0,-9223372036847922506_2022-07-30
2930,-9223372033321200260,-9223372036847924477,21,BZ,C4,11,26,7,2022,POSITIVA,2022-07-26,406602.0,-9223372036847924477_2022-07-26
2931,-9223372033321200263,-9223372036848126705,21,BZ,C4,11,26,7,2022,POSITIVA,2022-07-26,406603.0,-9223372036848126705_2022-07-26
2932,-9223372033321200266,-9223372036848631188,21,BZ,C4,11,26,7,2022,POSITIVA,2022-07-26,406604.0,-9223372036848631188_2022-07-26
2933,-9223372033321200388,-9223372036848126275,21,BZ,C4,11,29,7,2022,POSITIVA,2022-07-29,149207.0,-9223372036848126275_2022-07-29
2934,-9223372033321200425,-9223372036847936290,21,BZ,C4,11,28,7,2022,POSITIVA,2022-07-28,302802.0,-9223372036847936290_2022-07-28
2935,-9223372033321200440,-9223372036847956637,21,BZ,C4,11,28,7,2022,POSITIVA,2022-07-28,302801.0,-9223372036847956637_2022-07-28
2936,-9223372033328191259,-9223372036846491718,21,BZ,C4,11,25,7,2022,POSITIVA,2022-07-25,253301.0,-9223372036846491718_2022-07-25
2937,-9223372033328191298,-9223372036848650476,21,BZ,C4,11,26,7,2022,NEGATIVA,2022-07-26,264404.0,-9223372036848650476_2022-07-26
2938,-9223372033328191304,-9223372036846002489,21,BZ,C4,11,26,7,2022,NEGATIVA,2022-07-26,264406.0,-9223372036846002489_2022-07-26
2939,-9223372033328191307,-9223372036848617565,21,BZ,C4,11,26,7,2022,RIVEDIBILE,2022-07-26,264405.0,-9223372036848617565_2022-07-26
2940,-9223372033333120396,-9223372036846215213,21,BZ,C4,11,24,7,2022,POSITIVA,2022-07-24,242301.0,-9223372036846215213_2022-07-24
2941,-9223372033333120417,-9223372036848612904,21,BZ,C4,11,20,7,2022,NEGATIVA,2022-07-20,242317.0,-9223372036848612904_2022-07-20
2942,-9223372033333120450,-9223372036846172851,21,BZ,C4,11,23,7,2022,POSITIVA,2022-07-23,253913.0,-9223372036846172851_2022-07-23
2943,-9223372033333120453,-9223372036847946239,21,BZ,C4,11,22,7,2022,NEGATIVA,2022-07-22,253914.0,-9223372036847946239_2022-07-22
2944,-9223372033333120465,-9223372036846487756,21,BZ,C4,11,23,7,2022,POSITIVA,2022-07-23,253911.0,-9223372036846487756_2022-07-23
2945,-9223372033333120468,-9223372036848126472,21,BZ,C4,11,23,7,2022,POSITIVA,2022-07-23,253910.0,-9223372036848126472_2022-07-23
2946,-9223372033338280003,-9223372036848644621,21,BZ,C4,11,18,7,2022,POSITIVA,2022-07-18,126806.0,-9223372036848644621_2022-07-18
2947,-9223372033338280033,-9223372036848648746,21,BZ,C4,11,20,7,2022,NEGATIVA,2022-07-20,126801.0,-9223372036848648746_2022-07-20
2948,-9223372033338280036,-9223372036848126714,21,BZ,C4,11,20,7,2022,POSITIVA,2022-07-20,411303.0,-9223372036848126714_2022-07-20
2949,-9223372033338280081,-9223372036846091950,21,BZ,C4,11,19,7,2022,POSITIVA,2022-07-19,280913.0,-9223372036846091950_2022-07-19
2950,-9223372033338280084,-9223372036848647767,21,BZ,C4,11,19,7,2022,POSITIVA,2022-07-19,280909.0,-9223372036848647767_2022-07-19
2951,-9223372033340207894,-9223372036845744635,21,BZ,C4,11,19,7,2022,POSITIVA,2022-07-19,302012.0,-9223372036845744635_2022-07-19
2952,-9223372033340207897,-9223372036847864541,21,BZ,C4,11,19,7,2022,POSITIVA,2022-07-19,302014.0,-9223372036847864541_2022-07-19
2953,-9223372033340207924,-9223372036848126755,21,BZ,C4,11,17,7,2022,POSITIVA,2022-07-17,208018.0,-9223372036848126755_2022-07-17
2954,-9223372033340207930,-9223372036848622435,21,BZ,C4,11,17,7,2022,POSITIVA,2022-07-17,270501.0,-9223372036848622435_2022-07-17
2955,-9223372033340207954,-9223372036847958144,21,BZ,C4,11,19,7,2022,POSITIVA,2022-07-19,321601.0,-9223372036847958144_2022-07-19
2956,-9223372033340207975,-9223372036848650989,21,BZ,C4,11,20,7,2022,NEGATIVA,2022-07-20,406103.0,-9223372036848650989_2022-07-20
2957,-9223372033340207978,-9223372036846490763,21,BZ,C4,11,21,7,2022,POSITIVA,2022-07-21,406101.0,-9223372036846490763_2022-07-21
2958,-9223372033340207981,-9223372036847994838,21,BZ,C4,11,21,7,2022,POSITIVA,2022-07-21,406102.0,-9223372036847994838_2022-07-21
2959,-9223372033340207984,-9223372036846908866,21,BZ,C4,11,20,7,2022,POSITIVA,2022-07-20,406107.0,-9223372036846908866_2022-07-20
2960,-9223372033340207987,-9223372036848121998,21,BZ,C4,11,20,7,2022,POSITIVA,2022-07-20,406104.0,-9223372036848121998_2022-07-20
2961,-9223372033340207990,-9223372036849128573,21,BZ,C4,11,20,7,2022,NEGATIVA,2022-07-20,406106.0,-9223372036849128573_2022-07-20
2962,-9223372033340207993,-9223372036848608586,21,BZ,C4,11,20,7,2022,POSITIVA,2022-07-20,406105.0,-9223372036848608586_2022-07-20
2963,-9223372033340208014,-9223372036848631093,21,BZ,C4,11,21,7,2022,POSITIVA,2022-07-21,406116.0,-9223372036848631093_2022-07-21
2964,-9223372033340208050,-9223372036847981665,21,BZ,C4,11,18,7,2022,POSITIVA,2022-07-18,302011.0,-9223372036847981665_2022-07-18
2965,-9223372033340208053,-9223372036848612829,21,BZ,C4,11,18,7,2022,POSITIVA,2022-07-18,302010.0,-9223372036848612829_2022-07-18
2966,-9223372033340208068,-9223372036848642769,21,BZ,C4,11,16,7,2022,NEGATIVA,2022-07-16,270101.0,-9223372036848642769_2022-07-16
2967,-9223372033342697417,-9223372036847932397,21,BZ,C4,11,19,7,2022,POSITIVA,2022-07-19,182102.0,-9223372036847932397_2022-07-19
2968,-9223372033342697420,-9223372036848001982,21,BZ,C4,11,19,7,2022,NEGATIVA,2022-07-19,143517.0,-9223372036848001982_2022-07-19
2969,-9223372033342697423,-9223372036848635010,21,BZ,C4,11,19,7,2022,POSITIVA,2022-07-19,182101.0,-9223372036848635010_2022-07-19
2970,-9223372033342697528,-9223372036848120884,21,BZ,C4,11,17,7,2022,RIVEDIBILE,2022-07-17,182108.0,-9223372036848120884_2022-07-17
2971,-9223372033342697576,-9223372036848633063,21,BZ,C4,11,18,7,2022,NEGATIVA,2022-07-18,143509.0,-9223372036848633063_2022-07-18
2972,-9223372033345308313,-9223372036846116231,21,BZ,C4,11,15,7,2022,POSITIVA,2022-07-15,312101.0,-9223372036846116231_2022-07-15
2973,-9223372033345308331,-9223372036848625529,21,BZ,C4,11,14,7,2022,POSITIVA,2022-07-14,132203.0,-9223372036848625529_2022-07-14
2974,-9223372033345308334,-9223372036848643370,21,BZ,C4,11,14,7,2022,POSITIVA,2022-07-14,132202.0,-9223372036848643370_2022-07-14
2975,-9223372033345887223,-9223372036846546986,16,BG,C4,11,18,7,2022,POSITIVA,2022-07-18,51856914.0,-9223372036846546986_2022-07-18
2976,-9223372033345887228,-9223372036845321703,16,BG,C4,11,18,7,2022,POSITIVA,2022-07-18,51856601.0,-9223372036845321703_2022-07-18
2977,-9223372033347780970,-9223372036848117066,21,BZ,C4,11,17,7,2022,NEGATIVA,2022-07-17,422416.0,-9223372036848117066_2022-07-17
2978,-9223372033347781039,-9223372036847924403,21,BZ,C4,11,16,7,2022,POSITIVA,2022-07-16,416211.0,-9223372036847924403_2022-07-16
2979,-9223372033347781042,-9223372036848009807,21,BZ,C4,11,16,7,2022,POSITIVA,2022-07-16,416205.0,-9223372036848009807_2022-07-16
2980,-9223372033347781045,-9223372036848612994,21,BZ,C4,11,16,7,2022,POSITIVA,2022-07-16,416203.0,-9223372036848612994_2022-07-16
2981,-9223372033347781078,-9223372036846487497,21,BZ,C4,11,14,7,2022,POSITIVA,2022-07-14,428217.0,-9223372036846487497_2022-07-14
2982,-9223372033347781081,-9223372036847911614,21,BZ,C4,11,14,7,2022,POSITIVA,2022-07-14,428216.0,-9223372036847911614_2022-07-14
2983,-9223372033347781093,-9223372036847930090,21,BZ,C4,11,13,7,2022,POSITIVA,2022-07-13,422411.0,-9223372036847930090_2022-07-13
2984,-9223372033347781126,-9223372036847913335,21,BZ,C4,11,17,7,2022,POSITIVA,2022-07-17,428210.0,-9223372036847913335_2022-07-17
