idMisuraPrimaria,idAnimale,codiceIstat,siglaProvincia,codiceSpecieAIA,codiceRazzaAIA,giorno,mese,anno,DataAsciutta
-9223372035216591725,-9223372036849107514,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035216591726,-9223372036848618545,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035216597009,-9223372036847924408,21,BZ,C4,11,28,11,2021,2021-11-28
-9223372035216597016,-9223372036847936307,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035216606392,-9223372036848636513,21,BZ,C4,11,17,11,2021,2021-11-17
-9223372035216607205,-9223372036848615948,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035216607405,-9223372036848618028,21,BZ,C4,11,23,11,2021,2021-11-23
-9223372035216613549,-9223372036848123495,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035216622479,-9223372036848611126,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035216626207,-9223372036847926754,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035216951379,-9223372036850262300,14,SO,C4,11,30,11,2021,2021-11-30
-9223372035221817898,-9223372036847949844,22,TN,C4,11,5,11,2021,2021-11-05
-9223372035221817899,-9223372036847949845,22,TN,C4,11,15,11,2021,2021-11-15
-9223372035222714584,-9223372036849231311,24,VI,C4,11,26,11,2021,2021-11-26
-9223372035223638875,-9223372036847924406,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035223639762,-9223372036847911595,21,BZ,C4,11,16,11,2021,2021-11-16
-9223372035223640589,-9223372036848119574,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035223640853,-9223372036848610712,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035223640898,-9223372036848627087,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035223640961,-9223372036847940373,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035223640978,-9223372036848124395,21,BZ,C4,11,17,11,2021,2021-11-17
-9223372035223641872,-9223372036848627134,21,BZ,C4,11,26,11,2021,2021-11-26
-9223372035223642146,-9223372036848644082,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035223651027,-9223372036848002164,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035223651893,-9223372036848627332,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035223652912,-9223372036847987777,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035223654355,-9223372036847926689,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035223654988,-9223372036848640285,21,BZ,C4,11,19,11,2021,2021-11-19
-9223372035223655229,-9223372036847981665,21,BZ,C4,11,22,11,2021,2021-11-22
-9223372035223655271,-9223372036848124925,21,BZ,C4,11,26,11,2021,2021-11-26
-9223372035223655289,-9223372036847920422,21,BZ,C4,11,19,11,2021,2021-11-19
-9223372035224187607,-9223372036847930080,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035231086692,-9223372036850291014,17,BS,C4,11,14,11,2021,2021-11-14
-9223372035231654448,-9223372036847947702,22,TN,C4,11,12,11,2021,2021-11-12
-9223372035231654449,-9223372036847996129,22,TN,C4,11,17,11,2021,2021-11-17
-9223372035234095333,-9223372036847946291,21,BZ,C4,11,9,11,2021,2021-11-09
-9223372035234096036,-9223372036848612605,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035234096037,-9223372036848648557,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035234098210,-9223372036848123144,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035234099526,-9223372036848609511,21,BZ,C4,11,26,11,2021,2021-11-26
-9223372035234099546,-9223372036849102713,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035234101092,-9223372036848019566,21,BZ,C4,11,29,11,2021,2021-11-29
-9223372035234101109,-9223372036848619458,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035234101420,-9223372036848118829,21,BZ,C4,11,27,11,2021,2021-11-27
-9223372035234102412,-9223372036848018025,21,BZ,C4,11,27,11,2021,2021-11-27
-9223372035234103767,-9223372036847940352,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035234103768,-9223372036848123905,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035234104062,-9223372036847926640,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035234104187,-9223372036848641279,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035234104190,-9223372036847941747,21,BZ,C4,11,23,11,2021,2021-11-23
-9223372035234104427,-9223372036847932556,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035234104428,-9223372036848641283,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035234105132,-9223372036848624215,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035234105369,-9223372036848633027,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035234105754,-9223372036848612207,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035234105780,-9223372036847981696,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035234105781,-9223372036848645614,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035234105894,-9223372036847911613,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035234105895,-9223372036848009832,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035234105896,-9223372036848609339,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035234106429,-9223372036847922486,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035234107898,-9223372036847920345,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035234107899,-9223372036847930100,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035234107993,-9223372036847973903,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035234108279,-9223372036848621528,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035234108349,-9223372036848614051,21,BZ,C4,11,27,11,2021,2021-11-27
-9223372035234108374,-9223372036847930107,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035234109265,-9223372036848123489,21,BZ,C4,11,11,11,2021,2021-11-11
-9223372035234109266,-9223372036848124391,21,BZ,C4,11,11,11,2021,2021-11-11
-9223372035234109267,-9223372036848642782,21,BZ,C4,11,11,11,2021,2021-11-11
-9223372035234109413,-9223372036848610737,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035234110404,-9223372036847922506,21,BZ,C4,11,9,11,2021,2021-11-09
-9223372035234110860,-9223372036848645651,21,BZ,C4,11,7,11,2021,2021-11-07
-9223372035234180465,-9223372036847911497,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035234180466,-9223372036847911498,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035234253685,-9223372036847976468,21,BZ,C4,11,12,11,2021,2021-11-12
-9223372035234271497,-9223372036847940310,21,BZ,C4,11,27,11,2021,2021-11-27
-9223372035234272186,-9223372036847922436,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035234272187,-9223372036847954025,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035234274848,-9223372036847938344,21,BZ,C4,11,21,11,2021,2021-11-21
-9223372035234274949,-9223372036848644421,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035240639693,-9223372036849322140,14,SO,C4,11,21,11,2021,2021-11-21
-9223372035240639694,-9223372036849422922,14,SO,C4,11,21,11,2021,2021-11-21
-9223372035240642381,-9223372036849352608,97,LC,C4,11,16,11,2021,2021-11-16
-9223372035240746343,-9223372036850172279,2,VC,C4,11,28,11,2021,2021-11-28
-9223372035243696749,-9223372036849995052,76,PZ,C4,11,22,11,2021,2021-11-22
-9223372035243696803,-9223372036849455424,17,BS,C4,11,13,11,2021,2021-11-13
-9223372035244034353,-9223372036846609551,4,CN,C4,11,30,11,2021,2021-11-30
-9223372035244231623,-9223372036848654399,22,TN,C4,11,20,11,2021,2021-11-20
-9223372035244231636,-9223372036848655987,22,TN,C4,11,20,11,2021,2021-11-20
-9223372035244231665,-9223372036847915165,22,TN,C4,11,20,11,2021,2021-11-20
-9223372035244364504,-9223372036849641624,4,CN,C4,11,21,11,2021,2021-11-21
-9223372035244421213,-9223372036848620215,22,TN,C4,11,26,11,2021,2021-11-26
-9223372035244421217,-9223372036848628898,22,TN,C4,11,26,11,2021,2021-11-26
-9223372035244421366,-9223372036847928274,22,TN,C4,11,30,11,2021,2021-11-30
-9223372035244421404,-9223372036848019733,22,TN,C4,11,26,11,2021,2021-11-26
-9223372035244735785,-9223372036848616248,21,BZ,C4,11,24,11,2021,2021-11-24
-9223372035244735786,-9223372036848649949,21,BZ,C4,11,24,11,2021,2021-11-24
-9223372035244735845,-9223372036848117216,21,BZ,C4,11,14,11,2021,2021-11-14
-9223372035244736036,-9223372036849119106,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244736101,-9223372036848611319,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244736102,-9223372036847941686,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244743054,-9223372036848018029,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035244743652,-9223372036849111069,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035244743678,-9223372036847947394,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035244744798,-9223372036847891523,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244744799,-9223372036847891524,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244744800,-9223372036848120868,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244744801,-9223372036848122008,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244744852,-9223372036848009812,21,BZ,C4,11,24,11,2021,2021-11-24
-9223372035244744853,-9223372036848119296,21,BZ,C4,11,24,11,2021,2021-11-24
-9223372035244745042,-9223372036847934390,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035244745150,-9223372036849086094,21,BZ,C4,11,28,11,2021,2021-11-28
-9223372035244745237,-9223372036848620221,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035244745241,-9223372036848610382,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244746657,-9223372036848641674,21,BZ,C4,11,23,11,2021,2021-11-23
-9223372035244747224,-9223372036848639233,21,BZ,C4,11,30,11,2021,2021-11-30
-9223372035244747633,-9223372036848641276,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244747634,-9223372036847913257,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244748299,-9223372036847930090,21,BZ,C4,11,28,11,2021,2021-11-28
-9223372035244748452,-9223372036848649582,21,BZ,C4,11,14,11,2021,2021-11-14
-9223372035244748471,-9223372036847987712,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035244748491,-9223372036848004483,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035244748573,-9223372036848019568,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244749061,-9223372036848654201,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035244749062,-9223372036847920340,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035244749740,-9223372036847922500,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035244749741,-9223372036848623940,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035244749898,-9223372036847994763,21,BZ,C4,11,27,11,2021,2021-11-27
-9223372035244749899,-9223372036848661359,21,BZ,C4,11,27,11,2021,2021-11-27
-9223372035244751759,-9223372036848654481,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244752266,-9223372036848627359,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244752304,-9223372036848626497,21,BZ,C4,11,2,11,2021,2021-11-02
-9223372035244752410,-9223372036848015360,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244752414,-9223372036848002172,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035244753459,-9223372036848127600,21,BZ,C4,11,14,11,2021,2021-11-14
-9223372035244753484,-9223372036848644409,21,BZ,C4,11,28,11,2021,2021-11-28
-9223372035244753665,-9223372036848621553,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244753786,-9223372036848621556,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035244753803,-9223372036847936324,21,BZ,C4,11,2,11,2021,2021-11-02
-9223372035244753886,-9223372036848608760,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035244754017,-9223372036848614044,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244754018,-9223372036848624549,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244754019,-9223372036848640926,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244754214,-9223372036848118598,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244754215,-9223372036848122067,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244754216,-9223372036848118599,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244754217,-9223372036848118626,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244754598,-9223372036848614622,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035244755567,-9223372036848642529,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035244755904,-9223372036847950622,21,BZ,C4,11,16,11,2021,2021-11-16
-9223372035244756939,-9223372036848648738,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244757116,-9223372036848127034,21,BZ,C4,11,11,11,2021,2021-11-11
-9223372035244757117,-9223372036848633048,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035244757124,-9223372036848015348,21,BZ,C4,11,28,11,2021,2021-11-28
-9223372035244757532,-9223372036848623357,21,BZ,C4,11,6,11,2021,2021-11-06
-9223372035244758027,-9223372036848649006,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035244758029,-9223372036848126757,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035244843420,-9223372036847856178,14,SO,C4,11,19,11,2021,2021-11-19
-9223372035244843421,-9223372036849097437,14,SO,C4,11,19,11,2021,2021-11-19
-9223372035244843422,-9223372036847856166,14,SO,C4,11,19,11,2021,2021-11-19
-9223372035246555031,-9223372036847952445,22,TN,C4,11,22,11,2021,2021-11-22
-9223372035248124367,-9223372036848112241,22,TN,C4,11,27,11,2021,2021-11-27
-9223372035248124368,-9223372036848115371,22,TN,C4,11,15,11,2021,2021-11-15
-9223372035248124385,-9223372036848592239,22,TN,C4,11,13,11,2021,2021-11-13
-9223372035248657911,-9223372036850263200,24,VI,C4,11,17,11,2021,2021-11-17
-9223372035248657912,-9223372036850263269,24,VI,C4,11,15,11,2021,2021-11-15
-9223372035249088305,-9223372036848592178,22,TN,C4,11,27,11,2021,2021-11-27
-9223372035249088307,-9223372036848600185,22,TN,C4,11,28,11,2021,2021-11-28
-9223372035249088464,-9223372036847942637,22,TN,C4,11,30,11,2021,2021-11-30
-9223372035249092342,-9223372036848604419,22,TN,C4,11,24,11,2021,2021-11-24
-9223372035251336413,-9223372036849326432,25,BL,C4,11,22,11,2021,2021-11-22
-9223372035252290597,-9223372036848598371,22,TN,C4,11,14,11,2021,2021-11-14
-9223372035252843535,-9223372036848593253,22,TN,C4,11,30,11,2021,2021-11-30
-9223372035252844100,-9223372036847921375,22,TN,C4,11,30,11,2021,2021-11-30
-9223372035252844101,-9223372036847950684,22,TN,C4,11,30,11,2021,2021-11-30
-9223372035253618887,-9223372036849909456,36,MO,C4,11,21,11,2021,2021-11-21
-9223372035253919354,-9223372036848113936,22,TN,C4,11,27,11,2021,2021-11-27
-9223372035254340908,-9223372036847941519,21,BZ,C4,11,6,11,2021,2021-11-06
-9223372035254341615,-9223372036848640180,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254344713,-9223372036848118434,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254346698,-9223372036848633533,21,BZ,C4,11,24,11,2021,2021-11-24
-9223372035254346702,-9223372036849098638,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254347629,-9223372036847932544,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254348177,-9223372036848612996,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254348955,-9223372036847955217,21,BZ,C4,11,26,11,2021,2021-11-26
-9223372035254348956,-9223372036847984677,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035254348957,-9223372036848116197,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035254349117,-9223372036848122028,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035254349691,-9223372036848631452,21,BZ,C4,11,22,11,2021,2021-11-22
-9223372035254349884,-9223372036848124551,21,BZ,C4,11,26,11,2021,2021-11-26
-9223372035254350210,-9223372036848637267,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254350319,-9223372036847934394,21,BZ,C4,11,4,11,2021,2021-11-04
-9223372035254350320,-9223372036848610380,21,BZ,C4,11,4,11,2021,2021-11-04
-9223372035254350413,-9223372036848013263,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035254350675,-9223372036848649520,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254350766,-9223372036848620243,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035254350862,-9223372036848629133,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254350863,-9223372036847952794,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254355900,-9223372036847943523,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254356084,-9223372036847924415,21,BZ,C4,11,23,11,2021,2021-11-23
-9223372035254356714,-9223372036847936315,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035254357089,-9223372036848619070,21,BZ,C4,11,8,11,2021,2021-11-08
-9223372035254357146,-9223372036848615500,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254357245,-9223372036848611401,21,BZ,C4,11,24,11,2021,2021-11-24
-9223372035254357250,-9223372036847946301,21,BZ,C4,11,17,11,2021,2021-11-17
-9223372035254357311,-9223372036848117618,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035254357331,-9223372036847934422,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254357922,-9223372036848123435,21,BZ,C4,11,16,11,2021,2021-11-16
-9223372035254357923,-9223372036848659723,21,BZ,C4,11,11,11,2021,2021-11-11
-9223372035254358371,-9223372036847941769,21,BZ,C4,11,13,11,2021,2021-11-13
-9223372035254358869,-9223372036849148801,21,BZ,C4,11,7,11,2021,2021-11-07
-9223372035254359923,-9223372036848119645,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254360525,-9223372036848616560,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254361257,-9223372036848015308,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254361464,-9223372036847987762,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254361465,-9223372036848126411,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254361466,-9223372036848642836,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254361467,-9223372036848647644,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035254361644,-9223372036848125638,21,BZ,C4,11,26,11,2021,2021-11-26
-9223372035254361707,-9223372036848645234,21,BZ,C4,11,16,11,2021,2021-11-16
-9223372035254361725,-9223372036848633525,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254362000,-9223372036848642757,21,BZ,C4,11,19,11,2021,2021-11-19
-9223372035254362150,-9223372036848629486,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254362287,-9223372036847941792,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035254362288,-9223372036848123494,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035254362293,-9223372036847954110,21,BZ,C4,11,18,11,2021,2021-11-18
-9223372035254362332,-9223372036848650990,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035254362845,-9223372036849156818,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254362846,-9223372036848642047,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254362847,-9223372036848660843,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254363008,-9223372036848614586,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254363153,-9223372036848623799,21,BZ,C4,11,16,11,2021,2021-11-16
-9223372035254363367,-9223372036848124538,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254363963,-9223372036848015322,21,BZ,C4,11,4,11,2021,2021-11-04
-9223372035254363972,-9223372036848612613,21,BZ,C4,11,2,11,2021,2021-11-02
-9223372035254366014,-9223372036848636522,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035254367444,-9223372036848015323,21,BZ,C4,11,7,11,2021,2021-11-07
-9223372035254367686,-9223372036848126429,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254367687,-9223372036847936339,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254367891,-9223372036848126596,21,BZ,C4,11,26,11,2021,2021-11-26
-9223372035254368145,-9223372036848126007,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254368335,-9223372036847924452,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035254368336,-9223372036848632417,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035254368417,-9223372036848121972,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035254368418,-9223372036848649737,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035254368454,-9223372036847984807,21,BZ,C4,11,29,11,2021,2021-11-29
-9223372035254369256,-9223372036849138218,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035254370172,-9223372036848623376,21,BZ,C4,11,28,11,2021,2021-11-28
-9223372035254370584,-9223372036847924467,21,BZ,C4,11,22,11,2021,2021-11-22
-9223372035254370664,-9223372036847926748,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254370665,-9223372036847951977,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254370671,-9223372036847915543,21,BZ,C4,11,25,11,2021,2021-11-25
-9223372035254370713,-9223372036848004519,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254371213,-9223372036847926755,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035254371214,-9223372036848627354,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035254372129,-9223372036847954159,21,BZ,C4,11,28,11,2021,2021-11-28
-9223372035254372144,-9223372036848620857,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035254372145,-9223372036848009927,21,BZ,C4,11,1,11,2021,2021-11-01
-9223372035254372230,-9223372036848120189,21,BZ,C4,11,28,11,2021,2021-11-28
-9223372035254372323,-9223372036847911662,21,BZ,C4,11,26,11,2021,2021-11-26
-9223372035255826432,-9223372036849112139,22,TN,C4,11,10,11,2021,2021-11-10
-9223372035257658062,-9223372036848599798,22,TN,C4,11,13,11,2021,2021-11-13
-9223372035257665263,-9223372036848114281,22,TN,C4,11,15,11,2021,2021-11-15
-9223372035257764635,-9223372036847924607,22,TN,C4,11,25,11,2021,2021-11-25
-9223372035259227640,-9223372036850164956,12,VA,C4,11,15,11,2021,2021-11-15
-9223372035259777696,-9223372036849385896,2,VC,C4,11,28,11,2021,2021-11-28
-9223372035259777697,-9223372036849385898,2,VC,C4,11,27,11,2021,2021-11-27
-9223372035259777698,-9223372036847886839,2,VC,C4,11,28,11,2021,2021-11-28
-9223372035259777699,-9223372036849203076,2,VC,C4,11,26,11,2021,2021-11-26
-9223372035259777700,-9223372036849385902,2,VC,C4,11,26,11,2021,2021-11-26
-9223372035259777716,-9223372036849385893,2,VC,C4,11,30,11,2021,2021-11-30
-9223372035259777719,-9223372036849203073,2,VC,C4,11,30,11,2021,2021-11-30
-9223372035259777720,-9223372036849203077,2,VC,C4,11,30,11,2021,2021-11-30
-9223372035260692455,-9223372036849341276,26,TV,C4,11,2,11,2021,2021-11-02
-9223372035260702199,-9223372036849156051,22,TN,C4,11,20,11,2021,2021-11-20
-9223372035260702292,-9223372036847939685,22,TN,C4,11,15,11,2021,2021-11-15
-9223372035260704349,-9223372036848600256,22,TN,C4,11,4,11,2021,2021-11-04
-9223372035261156123,-9223372036850292944,2,VC,C4,11,30,11,2021,2021-11-30
-9223372035261581875,-9223372036850346231,30,UD,C4,11,7,11,2021,2021-11-07
-9223372035261581993,-9223372036850346263,30,UD,C4,11,28,11,2021,2021-11-28
-9223372035262220158,-9223372036848010147,22,TN,C4,11,6,11,2021,2021-11-06
-9223372035262289454,-9223372036849236030,1,TO,C4,11,1,11,2021,2021-11-01
-9223372035262289455,-9223372036849284449,1,TO,C4,11,1,11,2021,2021-11-01
-9223372035262289456,-9223372036849284447,1,TO,C4,11,1,11,2021,2021-11-01
-9223372035262289457,-9223372036849284451,1,TO,C4,11,1,11,2021,2021-11-01
-9223372035262289490,-9223372036849284450,1,TO,C4,11,1,11,2021,2021-11-01
-9223372035262289491,-9223372036849284446,1,TO,C4,11,1,11,2021,2021-11-01
-9223372035262289492,-9223372036849284443,1,TO,C4,11,1,11,2021,2021-11-01
-9223372035262289493,-9223372036849284445,1,TO,C4,11,1,11,2021,2021-11-01
-9223372035263304682,-9223372036850610282,17,BS,C4,11,29,11,2021,2021-11-29
-9223372035263535625,-9223372036848220140,96,BI,C4,11,25,11,2021,2021-11-25
-9223372035264071232,-9223372036847943484,21,BZ,C4,11,17,11,2021,2021-11-17
-9223372035264071233,-9223372036848118723,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035264071234,-9223372036847926562,21,BZ,C4,11,12,11,2021,2021-11-12
-9223372035264071235,-9223372036847943486,21,BZ,C4,11,12,11,2021,2021-11-12
-9223372035264071236,-9223372036848609695,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035264136980,-9223372036847934467,21,BZ,C4,11,12,11,2021,2021-11-12
-9223372035264137074,-9223372036848635142,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035264137195,-9223372036848118999,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035264137212,-9223372036848658332,21,BZ,C4,11,5,11,2021,2021-11-05
-9223372035264138035,-9223372036847918023,21,BZ,C4,11,12,11,2021,2021-11-12
-9223372035264138036,-9223372036848617554,21,BZ,C4,11,8,11,2021,2021-11-08
-9223372035264138331,-9223372036848127188,21,BZ,C4,11,13,11,2021,2021-11-13
-9223372035264138353,-9223372036847928435,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035264138354,-9223372036848127175,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035264138504,-9223372036848629719,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035264138525,-9223372036847918025,21,BZ,C4,11,3,11,2021,2021-11-03
-9223372035264138526,-9223372036847930112,21,BZ,C4,11,3,11,2021,2021-11-03
-9223372035264139075,-9223372036847950516,21,BZ,C4,11,9,11,2021,2021-11-09
-9223372035264139111,-9223372036847926622,21,BZ,C4,11,23,11,2021,2021-11-23
-9223372035264139112,-9223372036847987608,21,BZ,C4,11,23,11,2021,2021-11-23
-9223372035264139439,-9223372036848120909,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035264139884,-9223372036848119180,21,BZ,C4,11,20,11,2021,2021-11-20
-9223372035264139911,-9223372036848649423,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035264140064,-9223372036848631672,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035264140610,-9223372036847940349,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035264140681,-9223372036848121919,21,BZ,C4,11,13,11,2021,2021-11-13
-9223372035264140682,-9223372036847940351,21,BZ,C4,11,13,11,2021,2021-11-13
-9223372035264140683,-9223372036847960421,21,BZ,C4,11,10,11,2021,2021-11-10
-9223372035264140883,-9223372036848637849,21,BZ,C4,11,4,11,2021,2021-11-04
-9223372035264140910,-9223372036848632467,21,BZ,C4,11,23,11,2021,2021-11-23
-9223372035264140917,-9223372036847938365,21,BZ,C4,11,17,11,2021,2021-11-17
-9223372035264140920,-9223372036848622182,21,BZ,C4,11,15,11,2021,2021-11-15
-9223372035264141448,-9223372036847930079,21,BZ,C4,11,15,11,2021,2021-11-15
